address,latitude,longitude,visit_count,type
Parc Félix-Leclerc (François-Boivin / St-Zotique),45.591455,-73.5627553,177,low
Notre-Dame / Guy,45.4900138,-73.5672063,906,low
de l'Église / de Verdun,45.463001,-73.571569,915,low
Marquette / Gillford,45.533815,-73.5789049,373,low
Fullum / Gilford,45.539224,-73.573837,553,low
Bourget / St-Jacques,45.4808458,-73.5838616,761,low
Clark / Ontario,45.5106246,-73.5669033,972,low
Ste-Catherine / Drummond,45.4985885,-73.5742781,509,low
des Érables / Dandurand,45.5413694,-73.583974,637,low
Métro Assomption (Chauveau / de l'Assomption),45.569789,-73.548081,607,low
Graham / Wicksteed,45.5169365,-73.640483,634,low
St-Jacques / Guy,45.4913669,-73.5701072,537,low
Métro Monk (Allard / Beaulieu),45.450851,-73.594027,933,low
Métro Viau ( Pierre-de-Coubertin / Viau),45.5622187,-73.5462677,759,low
Terminus Newman (Airlie / Lafleur),45.4250597,-73.6495992,82,low
Boyer /Laurier,45.5303709,-73.5865103,825,low
Chambord / Fleury,45.559828,-73.658325,505,low
Bibliothèque Jean-Corbeil (Goncourt / Place Montrichard),45.6027276,-73.5579303,184,low
de la Montagne / Ste-Catherine,45.4977406,-73.5748494,761,low
Parc Van Horne (de la Peltrie / de Westbury),45.4904723,-73.6385324,338,low
35e avenue / Beaubien,45.570081,-73.573047,556,low
Dollard / Bernard,45.516783,-73.611423,867,low
Fairmount / Hutchison,45.5196243,-73.598312,606,low
Jogues / Allard,45.45002,-73.600306,370,low
Kirkfield / de Chambois,45.5129332,-73.6338902,562,low
des Écores / Beaubien,45.5475364,-73.5926726,948,low
Casino de Montréal,45.506373,-73.524577,623,low
Quai de la navette fluviale,45.513741,-73.538382,451,low
Lucien L'Allier / St-Jacques,45.493569,-73.568576,950,low
6e avenue / Villeray,45.5587396,-73.6058904,402,low
Elgar / de l'Île-des-Sœurs,45.456823,-73.546804,575,low
Gare Montpellier (Muir / de la Côte-Vertu),45.5237405,-73.6716992,251,low
Métro Acadie (de l'Acadie / Beaumont),45.523575,-73.623443,984,low
Place Longueuil,45.52841,-73.517166,127,low
de Maisonneuve / Wood,45.4881979,-73.5880705,843,low
de Lisieux / Jean-Talon,45.579349,-73.581681,291,low
Rosemont / Viau,45.56833,-73.566663,735,low
St-Joseph / 8e avenue Lachine,45.43155,-73.67112,486,low
Clark / de Liège,45.539984,-73.638135,432,low
Bélanger / des Galeries d'Anjou,45.597221,-73.56279,352,low
Guizot / St-Denis,45.543424,-73.632462,989,low
LaSalle / Crawford,45.437914,-73.58274,498,low
Cartier / Rosemont,45.541247,-73.591044,974,low
12e avenue / St-Zotique,45.556867,-73.589307,838,low
Graham / Kindersley,45.51405,-73.6472556,460,low
Beatty / de Verdun,45.45073,-73.572575,946,low
Robert-Bourassa / St-Maurice,45.4983705,-73.5605559,771,low
20e avenue / de Bellechasse,45.5599626,-73.5769522,446,low
Métro Langelier (Langelier / Sherbrooke),45.582847,-73.542476,525,low
Alton-Goldbloom / Notre-Dame,45.545026,-73.7378767,51,low
Parc de la Confédération (Fielding / West Hill),45.471882,-73.6400217,766,low
Parc Henri-Julien (Legendre / Henri-Julien),45.5460356,-73.6465985,478,low
Travaux publics LaSalle (Cordner / Léger),45.4452719,-73.6244836,237,low
Hélène-Baillargeon / St-Denis,45.52974,-73.59527,878,low
de Normanville / Villeray,45.54717,-73.618041,838,low
Parc Benny (Benny / de Monkland),45.4669357,-73.6315311,642,low
Préfontaine / Marcel-Pépin,45.5436538,-73.5594206,368,low
Terminus Le Carrefour (Terry-Fox / Le Carrefour),45.5684203,-73.7468728,69,low
Irwin / Allard,45.4489034,-73.6049049,41,low
Parc Chenier (de l'Aréna / Chenier),45.6024865,-73.5432905,120,low
Péloquin / Fleury,45.5570222,-73.6599016,446,low
St-Timothée / Robin,45.5186318,-73.5611299,99,low
Métro Côte-Ste-Catherine (Beaucourt / de la Côte-Ste-Catherine),45.491513,-73.633649,506,low
Rose-de-Lima / Workman,45.4802642,-73.5809936,786,low
Parc Howard (de l'Épée / de Liège),45.5616903,-73.610512,667,low
Hochelaga / de l'Assomption,45.5668831,-73.5394382,393,low
Berlioz / de l'Île des Soeurs,45.459986,-73.543956,577,low
Parc St-Louis (St-Joseph / 34e avenue),45.4328398,-73.6934915,314,low
Grand Boulevard / de Terrebonne,45.470544,-73.63168,508,low
St-Joseph Lachine / 21e avenue,45.4335212,-73.6835432,290,low
Chabanel / Tolhurst,45.540105,-73.6534703,560,low
Everett / Garnier,45.5475815,-73.6122085,670,low
Hamilton / Jolicoeur,45.456355,-73.597557,809,low
Hôpital Général Juif (de la Côte-Ste-Catherine / Légaré),45.4962414,-73.6298387,749,low
des Érables / Laurier,45.5384608,-73.5776791,753,low
Ontario / Ville-Marie,45.5600196,-73.5349345,161,low
Parc des Rapides (LaSalle / 6e avenue),45.429471,-73.593099,866,low
26e avenue / Beaubien,45.564944,-73.577639,760,low
Rielle / Wellington,45.4601559,-73.5670012,551,low
Bibliothèque de Verdun (Brown / Bannantyne),45.448262,-73.577856,470,low
Gilford / de Brébeuf,45.530816,-73.581626,192,low
CHSLD St-Michel (8e avenue / Jarry),45.5616903,-73.610512,244,low
8e avenue / Everett,45.5648113,-73.5958041,312,low
Parc Nicolas-Tillemont (des Érables / Villeray),45.5546365,-73.6125522,687,low
Nicolet / Sherbrooke,45.549695,-73.554647,684,low
des Carrières / Marquette,45.5385795,-73.5884857,355,low
Métro Radisson (Sherbrooke / des Groseilliers),45.589175,-73.539656,551,low
Stationnement incitatif de Montarville (de Montarville),45.6011636,-73.4499935,18,low
d'Orléans / Hochelaga,45.550768,-73.549427,766,low
Michelet / Jean-Talon,45.5762911,-73.583529,343,low
Atwater / Sherbrooke,45.491226,-73.58763,902,low
Beaubien / Clark,45.5301473,-73.609824,177,low
Ernest-Gendreau / du Mont-Royal,45.549714,-73.563848,843,low
McKenna / Édouard-Montpetit,45.5011651,-73.6205475,684,low
Louis-Hébert / Bélanger,45.551585,-73.599165,760,low
Métro Honoré-Beaugrand (Sherbrooke / Honoré-Beaugrand),45.596797,-73.535179,739,low
St-Urbain / Laurier,45.5216462,-73.5936677,994,low
de Chateaubriand / Jarry,45.545955,-73.626992,758,low
Place Rodolphe-Rousseau (Gohier / Édouard-Laurin),45.5129939,-73.6824985,631,low
Papineau / Émile-Journault,45.559884,-73.633568,618,low
Davaar / de la Côte-Ste-Catherine,45.514379,-73.610871,434,low
St-Mathieu / René-Levesque,45.492134,-73.5763836,186,low
St-Sylvestre / St-Charles S/E,45.5363889,-73.5124558,14,low
